driver_id,name,phone,email,password,latitude,longitude,collected_qr_money,status,version
15,Le Khanh Tuan,0323385328,lekhanhtuan15@driver.com,055fe145d03261f110172d5eed455f43953857dbb6d2edc3d575349aaddf7120,10.817321,106.643102,180000.0,AVAILABLE,0
16,Dang Van Linh,0917553556,dangvanlinh16@driver.com,7af0be4fb62b42ff36012d34cd4ae58be65bd9cbabe747cf2ccfff8a108f12e4,10.849629,106.681700,140000.0,AVAILABLE,0
17,Vu Duc Huong,0359247892,vuduchuong17@driver.com,6127088b4b4ba2699735e078ed995498fec63e601e196d64c5ce12b1859da871,10.731386,106.624178,120000.0,AVAILABLE,0
18,Dang Anh Phuong,0351938086,danganhphuong18@driver.com,44e1ef4cec6d615af4b8b06fa06f33712b039b79e502bfe96df0b28ced373181,10.846180,106.649368,180000.0,AVAILABLE,0
19,Hoang Tuan Tuan,0986115641,hoangtuantuan19@driver.com,46283d86455aba0895e90c067ccc1b61edb008f1d050183eb0306de0fac39e0b,10.789463,106.648819,160000.0,OFFLINE,0
20,Bui Hoang Anh,0919628581,buihoanganh20@driver.com,e77c21054f889c27f7d53d7e971f802a9f3a52c8d5ebd3f36eda1231cd0dffd6,10.721137,106.714162,20000.0,BUSY,0
21,Vu Minh Anh,0779314311,vuminhanh21@driver.com,e278344fe3a2ddb95ab73a1d7c999bac7eb469e8ee1ba495cce99b5496c46f59,10.737721,106.646773,40000.0,AVAILABLE,0
22,Pham Ngoc Hung,0324294485,phamngochung22@driver.com,bd3b6f55b08475e9f7eb8536dca40bb24ea71f4f7295c3b14bb09d88f0baf6a7,10.743980,106.655969,140000.0,OFFLINE,0
23,Nguyen Duy Tuan,0978455750,nguyenduytuan23@driver.com,1526b253ba1dba3181d13858128c3aa2d8f9ab4e9bdfc639cab3e6ad96ece368,10.762621,106.669978,150000.0,AVAILABLE,0
24,Dang Van Lan,0909444474,dangvanlan24@driver.com,5fafddc2093391c09b362f168319e582156edd6e7d9a99558dcfea1f437df3a0,10.780716,106.692619,80000.0,OFFLINE,0
25,Nguyen Ngoc Phuong,0978306006,nguyenngocphuong25@driver.com,a24fb1c74616cf908d0618a9fb98970f2e286b4380a41c497bd2c32ee78d8117,10.813976,106.718785,180000.0,OFFLINE,0
26,Bui Minh Phuong,0981514563,buiminhphuong26@driver.com,c5e7c933adfb917985bc89b14c66e74bddf24cc5a2ceb3850b4cece32c0a4b7a,10.813647,106.710394,90000.0,OFFLINE,0
27,Huynh Tuan Hai,0328127423,huynhtuanhai27@driver.com,a84bfaec51b6763bde5822b36537387176e54d1fcfc9725e69e3a233b49a5ecb,10.763951,106.668799,10000.0,OFFLINE,0
28,Tran Duy Linh,0325428711,tranduylinh28@driver.com,4ab027f1669193b4916bd6ce86c1388e08517f6adf457a834672fe2e915c03e0,10.774982,106.743069,10000.0,OFFLINE,0
29,Nguyen Khanh Huong,0911178623,nguyenkhanhhuong29@driver.com,86a86a129cc390676aca312c40d55c44b5f209e7eaff1a70d6e85966db8acd43,10.743762,106.627402,20000.0,BUSY,0
30,Le Van Long,0988945484,levanlong30@driver.com,db947121393ae1a344f0f0425bb39ca4866b45feaab4c05943fb4e2cd5901481,10.730757,106.689891,160000.0,OFFLINE,0
31,Huynh Thi Anh,0936877316,huynhthianh31@driver.com,cda260a7074e05cb63556a4e04316a7f62c0aed81e5ec21d289bd9c7f088e064,10.740604,106.730510,110000.0,OFFLINE,0
32,Le Thi Hung,0988501582,lethihung32@driver.com,3159cefcc2bbeea7205e93c758798468c2b642c94d7917166b73ba87f57128df,10.754910,106.743397,40000.0,OFFLINE,0
33,Dang Thi Phuong,0982420676,dangthiphuong33@driver.com,b2c99b427da07f984989831d3d7401d0956e1de0bc3be00c8dc225c00661f288,10.847786,106.634596,160000.0,BUSY,0
34,Bui Minh Linh,0906476500,buiminhlinh34@driver.com,9234fc5e156e53cea46de66950d40613f8cf9b1d157ac3e87250735c13a80e89,10.735350,106.696340,0.0,AVAILABLE,0
35,Le Tuan Long,0932823824,letuanlong35@driver.com,4a9c3b8eb85c1a69efa4a1d1c9ba1df2bf55ebc4b0863aa1a162a0e4685687c2,10.843125,106.715571,150000.0,AVAILABLE,0
36,Le Van Hung,0933948666,levanhung36@driver.com,5bb643354c03877aa0c232ae51f289adb8f262c766e177155e1f17647af6a5b9,10.748825,106.649058,170000.0,AVAILABLE,0
37,Nguyen Khanh Tuan,0350679652,nguyenkhanhtuan37@driver.com,d38ab24b35c22576b0ef2796663320f146d130e158ef1c6d63b28ca454f8ca80,10.837429,106.713782,160000.0,OFFLINE,0
38,Pham Ngoc Tuan,0989070136,phamngoctuan38@driver.com,2d573ff31a54d0d0dc8407a5e44848bdb46a3ca8e5d2e180db048a68287e2f25,10.736446,106.743783,180000.0,OFFLINE,0
39,Pham Khanh Minh,0326829188,phamkhanhminh39@driver.com,e69e4c5f2b1b0cc3970be2740d476539d5c1882f691abe3047e22f5ce4d1a69e,10.801374,106.726413,60000.0,OFFLINE,0
40,Le Van Phuong,0972802977,levanphuong40@driver.com,987ba244401dff6a97a4ba6869bf37ea231622d423ecfa2c9b29bd4f0a461ef0,10.845498,106.697393,20000.0,BUSY,0
41,Phan Anh Tuan,0914107249,phananhtuan41@driver.com,45a9fda3bc314f89624484cc8f8ca117888a7f97e624e2872542277f458f6d5a,10.730654,106.634917,0.0,OFFLINE,0
42,Pham Duc Anh,0773324119,phamducanh42@driver.com,126cbb058515bdee4df36700a929e5f9a6e4a70f074dda2b7a38fb64619e9412,10.726241,106.700871,20000.0,AVAILABLE,0
43,Hoang Thi Anh,0983542471,hoangthianh43@driver.com,24098568150818782fa4e7dda0eaa18cb1947dde3073070740ea29708b7429b0,10.830639,106.700677,0.0,OFFLINE,0
44,Tran Hoang Lan,0902916995,tranhoanglan44@driver.com,32392b394510598d88b6b7d7239ba61bab3d2d809d7bb901eb7670ae6ff25127,10.841051,106.667668,160000.0,OFFLINE,0
45,Bui Thi Tuan,0913513796,buithituan45@driver.com,584914c1f008bb40bd739f6ddb03ec49b1ad59325c35a5c3a731048df3872106,10.777654,106.696436,80000.0,BUSY,0
46,Hoang Minh Long,0935137349,hoangminhlong46@driver.com,c76a7f75e0f30944dac4298d7c09853dd8dcbc82d1a6fa8d6770883b8422a553,10.769844,106.621082,40000.0,AVAILABLE,0
47,Huynh Ngoc Linh,0935580370,huynhngoclinh47@driver.com,30ee16e52f15b1ddf90b2bcb5c798685b02058ee8c8931818f058f9839370966,10.832426,106.679092,90000.0,AVAILABLE,0
48,Vu Duy Hung,0916942497,vuduyhung48@driver.com,c303754fe47523f7653649ded621e683807deb8b46e694efda28e4a50636c72b,10.761848,106.617412,130000.0,BUSY,0
49,Huynh Khanh Long,0979935124,huynhkhanhlong49@driver.com,15eb311cc6c7ab9c28002d4293a5afc409c3d39d116f7be049d11e5625115fd1,10.741999,106.734695,80000.0,OFFLINE,0
50,Phan Thi Phuong,0917788436,phanthiphuong50@driver.com,a7cd57796d96765b227e3497ac65c44db9211ce27263272d3d64b4d6738c7524,10.769122,106.682508,120000.0,BUSY,0
51,Huynh Duc Phuong,0916213649,huynhducphuong51@driver.com,a5a041f1218a7b691de5bf2f913233905c8192baaa01906c75ed33ee7bb3a903,10.791959,106.615215,190000.0,AVAILABLE,0
52,Nguyen Ngoc Huong,0982419875,nguyenngochuong52@driver.com,93cc3b8d19ed8767a0ad1b54de5ef3fc2a8e205bf0ae41dbfe901b503e7095d1,10.803820,106.641683,70000.0,OFFLINE,0
53,Huynh Duc Minh,0901436846,huynhducminh53@driver.com,572b1aad9fc6c48420dc22a8930fe0a6957bbc9eb74f11f88d445e8994771ff1,10.745824,106.692945,150000.0,OFFLINE,0
54,Nguyen Anh Linh,0983175112,nguyenanhlinh54@driver.com,690a45d1be77ba32500079f0083a0a5a7124c3a81a284933853faa61d4d6592b,10.756677,106.620497,130000.0,AVAILABLE,0
55,Huynh Duc Tuan,0901261548,huynhductuan55@driver.com,f1f81be3f9fe3870329667f098850b08d901014f7267cbd137cbe8b6f6ce813d,10.799428,106.696163,50000.0,AVAILABLE,0
56,Bui Minh Hung,0988526674,buiminhhung56@driver.com,8d2919530c4ae767295b98af333790c81b44300cacc2e8c9ab2615179623f99b,10.767029,106.681228,150000.0,OFFLINE,0
57,Hoang Ngoc Long,0353547463,hoangngoclong57@driver.com,d87fd6238b93e3d2ddfb73eebce8d57eb3239dae8a83c3e8406363407a166f80,10.783994,106.749586,130000.0,BUSY,0
58,Le Hoang Phuong,0979006046,lehoangphuong58@driver.com,1dfd84d71a73581f8f9b7169479c7d21022763e66566e2c6459e64e7fbed204c,10.814421,106.608847,80000.0,OFFLINE,0
59,Bui Minh Huong,0906563181,buiminhhuong59@driver.com,87ad2982bc32257ce72daca672d98e8d919ce73ea0346804d4478137585c2187,10.771502,106.719609,110000.0,AVAILABLE,0
60,Bui Khanh Anh,0359854390,buikhanhanh60@driver.com,9d33a88495f9f4c44619caeaec7af192b68233963b3654227acd3cb183d14e06,10.752805,106.728691,130000.0,OFFLINE,0
61,Nguyen Duy Long,0774707317,nguyenduylong61@driver.com,43ee71dab6eb327e057decdcfe05b890ddc7f4b975fce403c3dcccfc2f6aca68,10.787931,106.746793,0.0,BUSY,0
62,Huynh Khanh Linh,0355527297,huynhkhanhlinh62@driver.com,59a78e6fba8f4afe41cb9e09f4e151567a9aa294029ffadd1ab6f9effdd786bd,10.777833,106.680394,20000.0,BUSY,0
63,Le Ngoc Phuong,0935365379,lengocphuong63@driver.com,31354f43de9599b6d461b719b59081c4bbc9671c39b33bb3295978368274a19e,10.733759,106.742909,60000.0,BUSY,0
64,Phan Minh Hung,0904015445,phanminhhung64@driver.com,f1e53c01652df1ac56dc1ba7a461126fcb96fe053ee006e0223037681c16c785,10.772081,106.646302,140000.0,AVAILABLE,0
65,Pham Duy Minh,0776889924,phamduyminh65@driver.com,005edcaca4b7bef1b3fd54606af114d8fddc4d8d3d6f8b2927eb0b534332aadd,10.769854,106.630780,120000.0,BUSY,0
66,Nguyen Minh Minh,0355486417,nguyenminhminh66@driver.com,68bd74c2bffe1a145d1ac98d96f258be813deed902281e52e0b29215c32038bd,10.802605,106.628077,190000.0,OFFLINE,0
67,Huynh Thi Tuan,0327778925,huynhthituan67@driver.com,9e5bc0efdc8b6aca807110d8aa169e4af33942e1f624880b6f32634d6e1264a0,10.748967,106.721981,60000.0,BUSY,0
68,Pham Duc Lan,0904730512,phamduclan68@driver.com,a5db5f2416e499bb5e1d3532a2f86a77bda110c29684bef3380c04e29d0dd210,10.844748,106.655914,120000.0,AVAILABLE,0
69,Bui Van Hung,0970136685,buivanhung69@driver.com,80717b98757621ced59e7e8b0650e417908b6aa51a4907e43759fc3dd20c74aa,10.729441,106.703944,0.0,BUSY,0
70,Hoang Khanh Hai,0353709272,hoangkhanhhai70@driver.com,f72a08d49736a20e13356f33e1349d89b4e4f2d01b89ce94d310bf8260cb2589,10.721923,106.683816,40000.0,OFFLINE,0
71,Nguyen Anh Long,0773301177,nguyenanhlong71@driver.com,64cdd5666f929b1feb755cafde661b3d5587876acca6e0fc7d8d5f707fe11fc3,10.824161,106.731009,80000.0,AVAILABLE,0
72,Dang Anh Minh,0903503651,danganhminh72@driver.com,2e292cba8359515f93860df3eaa830e7b3ded79b9f3cdfd454a7863e96ba5271,10.755737,106.666734,60000.0,BUSY,0
73,Dang Anh Anh,0909920040,danganhanh73@driver.com,49fcd76874885bae99afe3b0a5cbe1f8099fbed0f4aca06092ab0ee7b7fc773c,10.728094,106.709949,120000.0,BUSY,0
74,Phan Anh Hai,0357488916,phananhhai74@driver.com,3ef8376cdd30062f9bdf6d3269d996e62c1ec0fbb34d2a3b7b53b8989ca5c4a7,10.765700,106.701199,0.0,OFFLINE,0
75,Hoang Khanh Hai,0972323187,hoangkhanhhai75@driver.com,2535f6ea5d523958658fa389878071bac332ebf0e2127c134fe491ba66405719,10.745116,106.731244,50000.0,OFFLINE,0
76,Hoang Khanh Long,0916849984,hoangkhanhlong76@driver.com,b195b3c3e17213b59ae3d62e370eee2569f0ab8ba619e0eb2539c4a6278f4935,10.818616,106.711199,180000.0,OFFLINE,0
77,Huynh Van Hai,0932747945,huynhvanhai77@driver.com,62163defbe8893628b2e6b3aac6086ba38c1b49420694641fc5db4e12885b77e,10.819014,106.748334,180000.0,AVAILABLE,0
78,Hoang Duc Hung,0970776995,hoangduchung78@driver.com,795017686ba54d24c7b438bf68ceee448bae6a745cf936a3155a049930204f45,10.804106,106.699026,30000.0,AVAILABLE,0
79,Phan Duy Long,0972048098,phanduylong79@driver.com,738048dc3205d7b69fac87bb2eca9a293af36b2d7dd138b563b905092f5eb043,10.847182,106.648894,150000.0,BUSY,0
80,Pham Minh Long,0325589329,phamminhlong80@driver.com,25a688a71491aa20f1d60b46460022c663d2a0c86112c9a8fcce7ecc597adffc,10.778491,106.615660,40000.0,OFFLINE,0
81,Pham Duy Long,0328691377,phamduylong81@driver.com,0d6a86857f1931a30b70b0498fcf7b2d44db91ff71897a497064553de54d2081,10.720766,106.666153,20000.0,OFFLINE,0
82,Pham Thi Phuong,0981344279,phamthiphuong82@driver.com,2f97063a284ca24ea4ae45136c561a4e17c2f321ade58c6b3b1cc94a6cfc6400,10.817122,106.636716,120000.0,BUSY,0
83,Huynh Thi Linh,0771569269,huynhthilinh83@driver.com,1d50753668b1ae2992fe55b15f5f02e9675cb61b66f8dc66df0ec80095d6cf03,10.788857,106.655763,40000.0,BUSY,0
84,Pham Duc Linh,0914090448,phamduclinh84@driver.com,13d8ff9ea9e3e64189ea4d11614153bcf051aa8e6f8ccde079ff205ff537d7b2,10.754745,106.634937,60000.0,AVAILABLE,0
85,Bui Minh Linh,0911114564,buiminhlinh85@driver.com,76d650afd7127114426012084eac8e36edbe89f1b3e452b42ce96c1d2936730a,10.756818,106.606336,190000.0,BUSY,0
86,Hoang Tuan Long,0324952926,hoangtuanlong86@driver.com,5a368036c816e667eac036c0c7ef31b4db10f2aeb62618126ee2dcfe5ec8c819,10.795770,106.658348,40000.0,AVAILABLE,0
87,Hoang Ngoc Lan,0357756484,hoangngoclan87@driver.com,95446adc9d9a9bd5dd279fd7f982332ae455330fe3490a66bc3df16cc0b8fa27,10.749389,106.603027,90000.0,OFFLINE,0
88,Pham Minh Hai,0326517196,phamminhhai88@driver.com,92bbc902cb2c880689ccc009a999575f4be16eba423a3662442e8c4c5fdf97bd,10.849628,106.705505,190000.0,BUSY,0
89,Huynh Ngoc Anh,0776724608,huynhngocanh89@driver.com,446184bdbba2384ea944de1539fff3df9b84632dc2eb35966ee782d880e3dee3,10.736257,106.684288,190000.0,OFFLINE,0
90,Bui Khanh Hai,0320702548,buikhanhhai90@driver.com,bffe736221023829867c5f74ed443e360d396cc12e88a776317d7a2c2d2fa3dd,10.764047,106.704468,80000.0,BUSY,0
91,Nguyen Duc Hai,0354300730,nguyenduchai91@driver.com,28ea04e8c854358a55649a8ddd84d613a2840801f1f810f140476fc29c296fec,10.774976,106.710955,190000.0,AVAILABLE,0
92,Pham Hoang Anh,0989776258,phamhoanganh92@driver.com,4bedfb18592e236781bcb860d3c561c77b4886d193bb0a08e3a2de9804a349d5,10.779728,106.717731,100000.0,AVAILABLE,0
93,Bui Duy Linh,0916124565,buiduylinh93@driver.com,a33c96762c865a0018712acbe177203fb1f3468ccc053cede15c864570150f98,10.771228,106.704379,140000.0,OFFLINE,0
94,Huynh Khanh Hung,0903733616,huynhkhanhhung94@driver.com,7e16fe6ad3c11d9ec0ec5d81a91185594ac8e7235128260a614a90c25050cf82,10.729427,106.657515,0.0,BUSY,0
95,Nguyen Hoang Phuong,0981416792,nguyenhoangphuong95@driver.com,bfcbe405321a753543a8c2eb77f09b7033e74c6307c2d7bfc8ec67f83e64ab75,10.723577,106.667012,50000.0,OFFLINE,0
96,Pham Ngoc Minh,0918727964,phamngocminh96@driver.com,2db88355e8586f895a7dbfffc14c4dd5dc8914a4be398666563f8f207a867a56,10.795253,106.676753,180000.0,OFFLINE,0
97,Huynh Anh Long,0354598616,huynhanhlong97@driver.com,9a2b10c54e02c1a3bf264d2be68727e2af8c931065ab8b199ed0f2493d2cbf43,10.743275,106.702733,30000.0,OFFLINE,0
98,Vu Thi Lan,0776650896,vuthilan98@driver.com,eb8533f48bdc16de4363eb965e1f1bfb7317999c47836dd73d683dce0e0507bc,10.833670,106.716750,30000.0,AVAILABLE,0
99,Tran Hoang Phuong,0919640603,tranhoangphuong99@driver.com,b929221e85f3ad60b21442d336024e18972ba3152da693d212e9e85fe9fd613e,10.815334,106.699552,170000.0,OFFLINE,0
100,Pham Thi Minh,0324030995,phamthiminh100@driver.com,562dbb4219c541b6a3808ee586b348c511164113988a947bf3e318c612b05d29,10.752814,106.612619,190000.0,OFFLINE,0
101,Pham Duc Long,0917638393,phamduclong101@driver.com,53ec2b09bcae4dc0485877a5ca36be3060468e75b1381a14144ea3b082dfd385,10.794215,106.633446,190000.0,OFFLINE,0
102,Pham Ngoc Lan,0329938666,phamngoclan102@driver.com,7278803a63f476a7ab51f2e1bc774746fb2ee2017fb412429a3fec88a79a464c,10.830224,106.738762,190000.0,BUSY,0
103,Bui Duy Linh,0773040007,buiduylinh103@driver.com,2932c0eccecfabbcdff2e19d75856e810cbd05c08f603d2045a6992e9b716b76,10.781332,106.646007,10000.0,OFFLINE,0
104,Nguyen Duy Tuan,0774125092,nguyenduytuan104@driver.com,105749738a12892d91aac608f514e388a0fb6a7ee187a749064d8ea0bd88dfef,10.794456,106.643280,70000.0,AVAILABLE,0
105,Huynh Anh Phuong,0325136989,huynhanhphuong105@driver.com,4c6721be63484ffdcfc8fc4d599afdf9c6133b68e029fa443cbc33af7538f944,10.822095,106.696260,150000.0,OFFLINE,0
106,Hoang Thi Anh,0901161753,hoangthianh106@driver.com,464a8101b783f05f2f4a3ca7e27ba2d2b610d0f664d2efbbc7aed9b11097a1a1,10.794062,106.652914,10000.0,OFFLINE,0
107,Pham Thi Phuong,0326053316,phamthiphuong107@driver.com,c2064ed099abe6a3d4e402534cc64089e46d3100c237da6835235ebc86c3419b,10.785686,106.736393,170000.0,BUSY,0
108,Phan Duc Linh,0916718458,phanduclinh108@driver.com,88bb002e8b82db58690d71088efc32f692ee49a8c42eb5262eea82ec0fad80ee,10.812256,106.738830,160000.0,AVAILABLE,0
109,Dang Hoang Hung,0985638798,danghoanghung109@driver.com,555e90df18f86becf41a3fadbf8d5a1cfeaa9333d1cfc65db224d93ef358a0a8,10.760648,106.638921,20000.0,BUSY,0
110,Vu Khanh Linh,0914228298,vukhanhlinh110@driver.com,42c54d6e6781a959f3ea70717babf5c61f23594f8c932578926f2067c6a56917,10.769646,106.653432,70000.0,AVAILABLE,0
111,Vu Duy Anh,0902406637,vuduyanh111@driver.com,a8d81b8ca048991f71afb6c0f30d24dd00206618f98b45c70991530ef7fdf805,10.765441,106.707169,80000.0,BUSY,0
112,Le Khanh Anh,0900222432,lekhanhanh112@driver.com,0457471aea88ad2040bd56974ba76b0874799e981812f5654b8a2716bf1ea2eb,10.759595,106.738627,80000.0,OFFLINE,0
113,Bui Thi Phuong,0356952022,buithiphuong113@driver.com,03dd97f27038b1aecb07ee6561fca063ee6465d5a7ede0fe802849cd7b772b1c,10.722051,106.658953,170000.0,AVAILABLE,0
114,Dang Khanh Huong,0328755209,dangkhanhhuong114@driver.com,8f5664a05581f788c869fc7268f37e4f2b16b475b90b35ddae33b94d67fd3fe5,10.821873,106.718229,100000.0,AVAILABLE,0
115,Huynh Duc Long,0988724081,huynhduclong115@driver.com,6ec102e24e7091fad51676f132e2ef43c4e08dedab158c5a6dc248e47d208c47,10.805673,106.705577,110000.0,OFFLINE,0
116,Bui Thi Hai,0978549288,buithihai116@driver.com,578bd800a44e378d6f74a2566dba91edce688b68a81aad146fa12ca100f63a57,10.817492,106.736196,150000.0,BUSY,0
117,Tran Duy Tuan,0772822258,tranduytuan117@driver.com,3e4986a7b4346a5995d4499b28f0444ac635a1e196693d2b9617397fdd46dd2e,10.750091,106.614394,160000.0,OFFLINE,0
118,Le Tuan Anh,0324771635,letuananh118@driver.com,d3ce4e4344a55ede25ac77ea5d221fbcfc9fc9a4bb55dcde02bce8204bce3b2d,10.758354,106.734034,70000.0,BUSY,0
119,Pham Khanh Hai,0914761498,phamkhanhhai119@driver.com,4553c8f75d24190edc4b0b574e616c68eb9fd7c5ffcb91c666cdfefdf27e82ae,10.797668,106.653020,110000.0,OFFLINE,0
120,Le Thi Hai,0934721188,lethihai120@driver.com,28a5e8d166e0483d0fd4292fd3a6edf08974f04574c3d4357a129633336cb45e,10.725094,106.603108,170000.0,AVAILABLE,0
121,Bui Thi Huong,0916458476,buithihuong121@driver.com,67f612deb695cfd35b60c7a71d166dcc728e658b0982ab5f1a5d9a48132c87f3,10.840591,106.740904,90000.0,BUSY,0
122,Tran Minh Linh,0979362688,tranminhlinh122@driver.com,6cbce2446194ddc839204f0afb9127fe468427e0a72f4497dd411a9cacf349ce,10.812826,106.718949,20000.0,BUSY,0
123,Tran Tuan Huong,0975450802,trantuanhuong123@driver.com,ba627c5ed1e6333258c6c6b8c97a913a76e4f233c8b86fd616d7c3295c3b01c3,10.790705,106.661605,190000.0,BUSY,0
124,Nguyen Anh Lan,0907542343,nguyenanhlan124@driver.com,21256398f96d51786965f87122676c2dc18d11af4f04dc49779c3913ae03dfd0,10.815081,106.625596,30000.0,AVAILABLE,0
125,Hoang Duy Anh,0774612105,hoangduyanh125@driver.com,4005223011c48ae16682fd1d41f68408d5bc59dcf4d492bc60f4536e665b3e46,10.741521,106.683423,110000.0,OFFLINE,0
126,Phan Minh Minh,0910688821,phanminhminh126@driver.com,2df380e4185a4c8d865fab488d5525468f0c9cbfd29b3254798f9f6a26d0c9c4,10.783689,106.741363,0.0,OFFLINE,0
127,Pham Thi Linh,0356683085,phamthilinh127@driver.com,c49fd9cf9ea856dbd98f9bdf70261e48f0b17956b1b1c8b735f9a42b956b2df8,10.750385,106.723541,140000.0,OFFLINE,0
128,Bui Thi Linh,0356505954,buithilinh128@driver.com,e02b4a8cfe28dd32a575f131d1c914822beb3fc810d9bacf89c42904751bdf5b,10.837395,106.736128,160000.0,OFFLINE,0
129,Huynh Hoang Anh,0919091049,huynhhoanganh129@driver.com,586bdf6b686f592744adc93f2b9d3feca2ac0cab1a6e15a14ad261d66be8afea,10.778982,106.701783,160000.0,AVAILABLE,0
130,Vu Tuan Lan,0939264621,vutuanlan130@driver.com,451759969e7216c9d428e99ece13134f1e5d3785557c5b129a39bed2b32ed586,10.796897,106.603263,190000.0,BUSY,0
131,Huynh Tuan Hai,0910756904,huynhtuanhai131@driver.com,80f049106db1f431872f246c2ce6408db38da38218a567b639e66957e1ad22d1,10.761749,106.717708,150000.0,OFFLINE,0
132,Tran Minh Minh,0938517502,tranminhminh132@driver.com,d6ae8157b20d6c4090eadc6aaf932d7b3b160bb1e1fca84845eb8841cf465f30,10.733098,106.691098,50000.0,OFFLINE,0
133,Phan Tuan Anh,0321395509,phantuananh133@driver.com,eab26e8ee41d4ef9d8129b49d452a3157a301e4b63e37d4ba2cf4e43da2be931,10.831585,106.704027,50000.0,BUSY,0
134,Tran Tuan Lan,0327565578,trantuanlan134@driver.com,a69f2c3f3ac66370f5a2488c6000b010a5729486c3266fdd9b8e7d346efd55da,10.773098,106.739536,0.0,OFFLINE,0
135,Bui Thi Hai,0911947575,buithihai135@driver.com,118a47e1e192e536eeb96ab7a437effcc566428e6c8b3dd0f92cda1e082dabab,10.794490,106.704551,180000.0,BUSY,0
136,Phan Duc Huong,0972468066,phanduchuong136@driver.com,7717555f5ac94ef3b338fe45cd9ff1cb721365d76d99cf86f81904b3bb563bad,10.756522,106.711703,100000.0,OFFLINE,0
137,Tran Duy Tuan,0328273530,tranduytuan137@driver.com,64003180bcf300f45a28e71ec968484e4af17bdfae5d6cc2a98a5f851c96c80c,10.832988,106.674012,120000.0,AVAILABLE,0
138,Huynh Minh Long,0983245636,huynhminhlong138@driver.com,5770e1ba9cb62ed5e3e8658a7d7f5bb9cb92d522b2afd06cca1feae5b207eb2b,10.828123,106.712086,100000.0,AVAILABLE,0
139,Phan Minh Hai,0771897158,phanminhhai139@driver.com,355b8ef7e50a6f92082e55238caf73649a45eb0aa9a295fe6accf92a3aeae36d,10.772082,106.653981,80000.0,AVAILABLE,0
140,Huynh Duc Minh,0938661547,huynhducminh140@driver.com,6834507340dda9828085fa7ac0a0702509d6c96a0c12ad9df0fc334b432ef888,10.780157,106.723856,130000.0,OFFLINE,0
141,Huynh Duc Hai,0776496157,huynhduchai141@driver.com,47e16e223fd692c0255cabf614aa8008793289ecbcade2c4d2c1574daccb2e95,10.755744,106.676674,160000.0,OFFLINE,0
142,Pham Thi Phuong,0328232533,phamthiphuong142@driver.com,25bc3c86cb06f18ca05b31992504303ff2aeba0912dcd08af85a830550dafd5a,10.747697,106.740667,70000.0,AVAILABLE,0
