id,name,status,current_lat,current_lng,version
308,Ho Ngoc Trang,AVAILABLE,10.761935,106.635769,0
309,Tran Duc Hai,BUSY,10.770083,106.604421,0
310,Bui Thu Minh,AVAILABLE,10.778986,106.695664,0
311,Vu Ngoc Binh,BUSY,10.878372,106.643865,0
312,Dang Ngoc Quan,AVAILABLE,10.81196,106.639569,0
313,Nguyen Hoang Vy,BUSY,10.767683,106.638215,0
314,Huynh Thu Viet,AVAILABLE,10.735716,106.648474,0
315,Nguyen Duy Em,AVAILABLE,10.8692,106.670647,0
316,Tran Thu Quan,AVAILABLE,10.801471,106.714703,0
317,Le Van Cuong,BUSY,10.80968,106.691325,0
318,Tran Thu Linh,AVAILABLE,10.767946,106.687882,0
319,Vu Minh Trang,BUSY,10.853685,106.61439,0
320,Huynh Van Huy,AVAILABLE,10.808345,106.732456,0
321,Tran Thu Binh,AVAILABLE,10.858666,106.662719,0
322,Ngo Khanh Son,AVAILABLE,10.776576,106.603598,0
323,Ngo Anh Cuong,BUSY,10.845042,106.686071,0
324,Bui Minh Nam,BUSY,10.753608,106.685855,0
325,Bui Khanh Long,AVAILABLE,10.870929,106.665683,0
326,Tran Minh Minh,BUSY,10.732361,106.726348,0
327,Hoang Xuan Binh,AVAILABLE,10.78867,106.60592,0
328,Bui Thi Trang,AVAILABLE,10.787027,106.631884,0
329,Vu Ngoc Gia,BUSY,10.797804,106.601046,0
330,Tran Van Dung,AVAILABLE,10.860229,106.686792,0
331,Ho Van Gia,BUSY,10.746627,106.702722,0
332,Bui Ngoc Dung,BUSY,10.838904,106.685846,0
333,Huynh Van Tuan,BUSY,10.822001,106.7013,0
334,Ho Duy Minh,BUSY,10.877315,106.664086,0
335,Phan Khanh Cuong,AVAILABLE,10.754548,106.72151,0
336,Tran Phuong Linh,BUSY,10.763091,106.692884,0
337,Nguyen Van Son,AVAILABLE,10.853883,106.720618,0
338,Le Van Hai,AVAILABLE,10.759695,106.699097,0
339,Hoang Thi Binh,AVAILABLE,10.876035,106.614654,0
340,Do Duc Quan,BUSY,10.846208,106.701632,0
341,Hoang Phuong Binh,BUSY,10.862707,106.695774,0
342,Ho Van Khoa,AVAILABLE,10.862844,106.697262,0
343,Huynh Minh Tuan,AVAILABLE,10.779508,106.691362,0
344,Do Hoang Gia,BUSY,10.808076,106.665035,0
345,Pham Duy Cuong,AVAILABLE,10.767832,106.652955,0
346,Nguyen Minh Gia,AVAILABLE,10.870792,106.7461,0
347,Vu Ngoc Tuan,BUSY,10.862508,106.600561,0
348,Tran Thi Vy,BUSY,10.818358,106.643303,0
349,Pham Thi Trang,AVAILABLE,10.86488,106.68548,0
350,Tran Anh Tuan,BUSY,10.799002,106.622368,0
351,Phan Thu Vy,BUSY,10.798469,106.672192,0
352,Pham Duc Linh,AVAILABLE,10.854414,106.684019,0
353,Ho Tuan Long,BUSY,10.761859,106.727413,0
354,Vu Thu Em,AVAILABLE,10.825952,106.663865,0
355,Vo Minh Dung,AVAILABLE,10.830952,106.741896,0
356,Vu Duy Son,BUSY,10.875367,106.604393,0
357,Phan Xuan Vy,BUSY,10.800255,106.698069,0
358,Le Anh Son,AVAILABLE,10.778431,106.630893,0
359,Pham Hoang Hung,AVAILABLE,10.790331,106.734095,0
360,Tran Tuan Huy,BUSY,10.837377,106.65067,0
361,Huynh Thi Hai,AVAILABLE,10.786074,106.64243,0
362,Phan Minh Khoa,BUSY,10.845544,106.682355,0
363,Nguyen Anh Binh,AVAILABLE,10.807949,106.678483,0
364,Dang Minh Trang,BUSY,10.775126,106.709677,0
365,Dang Duc Anh,AVAILABLE,10.755852,106.642449,0
366,Ngo Quang Minh,BUSY,10.746429,106.641508,0
367,Vu Thi Linh,BUSY,10.802731,106.684905,0
368,Huynh Van Hai,AVAILABLE,10.874519,106.69753,0
369,Nguyen Duc Binh,AVAILABLE,10.852625,106.72426,0
370,Dang Tuan Phong,BUSY,10.876686,106.626363,0
371,Tran Ngoc Anh,AVAILABLE,10.765259,106.651638,0
372,Do Duy Vy,BUSY,10.861589,106.700476,0
373,Ngo Xuan Cuong,BUSY,10.836856,106.686281,0
374,Phan Minh Em,AVAILABLE,10.858515,106.719735,0
375,Phan Thi Vy,BUSY,10.864304,106.682069,0
376,Pham Ngoc Gia,AVAILABLE,10.732619,106.6429,0
377,Bui Hoang Phong,BUSY,10.807328,106.673219,0
378,Bui Van Trang,BUSY,10.819568,106.653938,0
379,Ho Hoang Nam,AVAILABLE,10.850826,106.634777,0
380,Huynh Ngoc Thanh,AVAILABLE,10.800471,106.60746,0
381,Nguyen Duc Binh,BUSY,10.806996,106.620969,0
382,Huynh Anh Cuong,AVAILABLE,10.825505,106.635132,0
383,Ho Anh Minh,AVAILABLE,10.78443,106.682005,0
384,Pham Thi Em,AVAILABLE,10.832126,106.682393,0
385,Pham Minh Khoa,BUSY,10.738798,106.74742,0
386,Nguyen Khanh Nam,BUSY,10.79127,106.682316,0
387,Ho Phuong Hai,BUSY,10.757285,106.701537,0
388,Do Thu Trang,AVAILABLE,10.752439,106.710949,0
389,Ho Duy Nam,AVAILABLE,10.816429,106.614147,0
390,Bui Anh Trang,AVAILABLE,10.796071,106.65597,0
391,Ngo Thu Khoa,AVAILABLE,10.7405,106.676971,0
392,Bui Quang Son,AVAILABLE,10.739099,106.617989,0
393,Pham Xuan Minh,AVAILABLE,10.825077,106.734016,0
394,Dang Ngoc Binh,AVAILABLE,10.827078,106.601345,0
395,Nguyen Ngoc Viet,BUSY,10.777967,106.681389,0
396,Nguyen Thi Binh,BUSY,10.783806,106.638719,0
397,Do Thi Dung,BUSY,10.817117,106.649672,0
398,Bui Anh Trang,AVAILABLE,10.776818,106.731405,0
399,Vu Tuan Hai,BUSY,10.852662,106.669429,0
400,Nguyen Xuan Nam,BUSY,10.844654,106.624583,0
401,Ngo Phuong Son,BUSY,10.767769,106.60794,0
402,Pham Khanh Long,AVAILABLE,10.769303,106.674412,0
403,Dang Duc Em,AVAILABLE,10.800406,106.602752,0
404,Hoang Ngoc Phong,AVAILABLE,10.764727,106.601299,0
405,Huynh Hoang Khoa,AVAILABLE,10.765712,106.605114,0
406,Pham Duy Linh,BUSY,10.839846,106.611163,0
407,Do Quang Hai,AVAILABLE,10.796087,106.683909,0
408,Dang Xuan Khoa,AVAILABLE,10.781906,106.704042,0
409,Do Ngoc Huy,AVAILABLE,10.763668,106.628147,0
410,Bui Thi Khoa,BUSY,10.793603,106.626873,0
411,Do Khanh Hung,BUSY,10.837344,106.723609,0
412,Huynh Minh Tuan,BUSY,10.754887,106.714781,0
413,Do Anh Thanh,AVAILABLE,10.863935,106.666744,0
414,Pham Van Dung,AVAILABLE,10.767821,106.602712,0
415,Huynh Duy Linh,AVAILABLE,10.800714,106.666378,0
416,Tran Quang Viet,AVAILABLE,10.730411,106.626757,0
417,Vu Duc Khoa,BUSY,10.863892,106.721348,0
418,Nguyen Thi Dung,BUSY,10.772796,106.72198,0
419,Do Khanh Long,AVAILABLE,10.845235,106.699625,0
420,Bui Minh Gia,AVAILABLE,10.826701,106.661117,0
421,Do Ngoc Hai,AVAILABLE,10.786456,106.732027,0
422,Pham Xuan Vy,BUSY,10.786544,106.715944,0
423,Pham Thi Thanh,AVAILABLE,10.738515,106.721101,0
424,Phan Quang Dung,BUSY,10.808112,106.660692,0
425,Pham Xuan Hung,AVAILABLE,10.820508,106.653259,0
426,Le Thi Dung,AVAILABLE,10.878181,106.624309,0
427,Le Khanh Linh,AVAILABLE,10.730256,106.739758,0
428,Ngo Thu Phong,BUSY,10.775999,106.735924,0
429,Dang Quang Phong,BUSY,10.746274,106.749612,0
430,Ngo Tuan Gia,BUSY,10.835018,106.745349,0
431,Ngo Xuan Phong,AVAILABLE,10.748247,106.635008,0
432,Huynh Duc Son,AVAILABLE,10.800781,106.687943,0
433,Vu Duy Nam,BUSY,10.87067,106.687333,0
434,Nguyen Anh Long,BUSY,10.868358,106.700684,0
435,Hoang Duc Minh,BUSY,10.841808,106.699378,0
436,Bui Khanh Son,AVAILABLE,10.770229,106.683788,0
437,Le Minh Phong,AVAILABLE,10.797604,106.64682,0
438,Tran Duy Thanh,AVAILABLE,10.773016,106.689697,0
439,Ho Tuan Viet,BUSY,10.847706,106.639561,0
440,Ho Duy Khoa,BUSY,10.82896,106.708786,0
441,Hoang Khanh Cuong,BUSY,10.758245,106.631007,0
442,Le Quang Hai,BUSY,10.765541,106.658613,0
443,Phan Ngoc Hung,AVAILABLE,10.853522,106.710877,0
444,Tran Hoang Huy,AVAILABLE,10.834142,106.671064,0
445,Ho Phuong Thanh,AVAILABLE,10.776249,106.744636,0
446,Huynh Van Binh,BUSY,10.776152,106.609212,0
447,Vo Duy Vy,BUSY,10.733487,106.710116,0
